"Location","Name","Limit","Current","Available"
"westus3","OpenAI.DataZoneBatch.o3","100000","0","100000"
"westus3","OpenAI.GlobalBatch.o3-mini","1000000","0","1000000"
"westus3","OpenAI.DataZoneBatch.o3-mini","100000","0","100000"
"westus3","OpenAI.DataZoneStandard.o3","300","0","300"
"westus3","OpenAI.DataZoneStandard.o3-mini","200","0","200"
"westus3","OpenAI.GlobalStandard.o4-mini","1000","0","1000"
"westus3","OpenAI.GlobalBatch.o4-mini","200000","0","200000"
"westus3","OpenAI.DataZoneBatch.o4-mini","30000","0","30000"
"westus3","OpenAI.DataZoneStandard.o4-mini","300","0","300"
"westus3","OpenAI.GlobalStandard.gpt4.1","1000","0","1000"
"westus3","OpenAI.DataZoneStandard.gpt4.1","300","0","300"
"westus3","OpenAI.GlobalStandard.gpt4.1-finetune","250","0","250"
"westus3","OpenAI.DeveloperTier.gpt4.1-finetune","250","0","250"
"westus3","OpenAI.GlobalStandard.gpt4.1-mini-finetune","500","0","500"
"westus3","OpenAI.DeveloperTier.gpt4.1-mini-finetune","500","0","500"
"westus3","OpenAI.GlobalStandard.gpt4.1-nano-finetune","500","0","500"
"westus3","OpenAI.DeveloperTier.gpt4.1-nano-finetune","500","0","500"
"westus3","OpenAI.GlobalStandard.gpt4.1-mini","5000","0","5000"
"westus3","OpenAI.GlobalBatch.gpt-4.1-mini","1000000","0","1000000"
"westus3","OpenAI.DataZoneStandard.gpt4.1-mini","2000","0","2000"
"westus3","OpenAI.GlobalStandard.gpt4.1-nano","5000","0","5000"
"westus3","OpenAI.DataZoneStandard.gpt4.1-nano","2000","0","2000"
"westus3","OpenAI.GlobalBatch.gpt-4.1","200000","0","200000"
"westus3","OpenAI.DataZoneBatch.gpt-4.1","30000","0","30000"
"westus3","OpenAI.GlobalBatch.gpt-4.1-nano","200000","0","200000"
"westus3","OpenAI.DataZoneBatch.gpt-4.1-mini","100000","0","100000"
"westus3","OpenAI.DataZoneBatch.gpt-4.1-nano","30000","0","30000"
"westus3","OpenAI.GlobalStandard.gpt-image-1","3","3","0"
"westus3","OpenAI.GlobalStandard.gpt-image-1-mini","4","0","4"
"westus3","OpenAI.GlobalBatch.gpt-5","200000","0","200000"
"westus3","OpenAI.DataZoneBatch.gpt-5","200000","0","200000"
"westus3","AIServices.S0.AccountCount","100","2","98"
"westus3","AIServices.GlobalStandard.MaaS","600","0","600"
"westus3","AIServices.GlobalStandard.DeepSeek-R1","1000","0","1000"
"westus3","AIServices.GlobalStandard.DeepSeek-R1-0528","1000","0","1000"
"westus3","AIServices.GlobalStandard.DeepSeek-V3-0324","1000","0","1000"
"westus3","AIServices.GlobalStandard.DeepSeek-V3.1","1000","0","1000"
"westus3","AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8","250","0","250"
"westus3","AIServices.GlobalStandard.Llama-3.3-70B-Instruct","250","0","250"
"westus3","AIServices.GlobalStandard.Cohere-Command-A","100","0","100"
"westus3","AIServices.GlobalStandard.Embed-V-4-0","100","0","100"
"westus3","AIServices.GlobalStandard.gpt-oss-120b","5000","0","5000"
"westus3","AIServices.GlobalStandard.MAI-DS-R1","1000","0","1000"
"westus3","AIServices.GlobalStandard.FLUX-1.1-pro","30","0","30"
"westus3","AIServices.DataZoneStandard.FLUX-1.1-pro","30","0","30"
"westus3","AIServices.GlobalStandard.FLUX.1-Kontext-pro","30","0","30"
"westus3","AIServices.DataZoneStandard.FLUX.1-Kontext-pro","30","0","30"
"westus3","AIServices.GlobalStandard.mistral-document-ai-2505","60","0","60"
"westus3","AIServices.DataZoneStandard.mistral-document-ai-2505","60","0","60"
"westus3","AIServices.GlobalStandard.grok-3","1000","0","1000"
"westus3","AIServices.GlobalStandard.grok-3-mini","1000","0","1000"
"westus3","AIServices.DataZoneStandard.grok-3","300","0","300"
"westus3","AIServices.DataZoneStandard.grok-3-mini","300","0","300"
"westus3","AIServices.GlobalStandard.grok-4-fast-reasoning","1000","0","1000"
"westus3","AIServices.GlobalStandard.grok-4-fast-non-reasoning","1000","0","1000"
"westus3","AIServices.DataZoneStandard.grok-4-fast-reasoning","300","0","300"
"westus3","AIServices.DataZoneStandard.grok-4-fast-non-reasoning","300","0","300"
"westus3","AccountCount","200","4","196"
"eastus2","OpenAI.ProvisionedManaged","0","0","0"
"eastus2","OpenAI.GlobalProvisionedManaged","0","0","0"
"eastus2","OpenAI.FineTuned.Deployments","10","0","10"
"eastus2","OpenAI.S0.AccountCount","30","0","30"
"eastus2","OpenAI.Standard.whisper","3","0","3"
"eastus2","OpenAI.DataZoneProvisionedManaged","0","0","0"
"eastus2","OpenAI.Standard.gpt-35-turbo","300","0","300"
"eastus2","OpenAI.Standard.gpt-35-turbo-finetune","500","0","500"
"eastus2","OpenAI.Standard.gpt-35-turbo-1106-finetune","500","0","500"
"eastus2","OpenAI.Standard.gpt-35-turbo-0125-finetune","500","0","500"
"eastus2","OpenAI.GlobalBatch.gpt-35-turbo","1000000","0","1000000"
"eastus2","OpenAI.Standard.gpt-4","40","0","40"
"eastus2","OpenAI.Standard.gpt-4-turbo","80","0","80"
"eastus2","OpenAI.GlobalStandard.gpt-4-turbo-2024-0409","450","0","450"
"eastus2","OpenAI.Standard.gpt-4o-finetune","250","0","250"
"eastus2","OpenAI.GlobalStandard.gpt-4o-finetune","250","0","250"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini-finetune","500","0","500"
"eastus2","OpenAI.GlobalBatch.gpt-4","30000","0","30000"
"eastus2","OpenAI.GlobalBatch.gpt-4-turbo","80000","0","80000"
"eastus2","OpenAI.GlobalBatch.gpt-4o","200000","0","200000"
"eastus2","OpenAI.GlobalBatch.gpt-4o-mini","1000000","0","1000000"
"eastus2","OpenAI.Provisioned.gpt-4o-audio-preview","0","0","0"
"eastus2","OpenAI.Standard.gpt-4o","150","0","150"
"eastus2","OpenAI.Standard.gpt-4o-mini","450","0","450"
"eastus2","OpenAI.GlobalStandard.gpt-4o","450","250","200"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini","2000","250","1750"
"eastus2","OpenAI.GlobalStandard.gpt-4o-realtime-preview","6","6","0"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini-realtime-preview","6","6","0"
"eastus2","OpenAI.GlobalStandard.gpt-4o-audio-preview","30000","0","30000"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini-audio-preview","30000","0","30000"
"eastus2","OpenAI.DataZoneStandard.gpt-4o","300","0","300"
"eastus2","OpenAI.DataZoneStandard.gpt-4o-mini","1000","0","1000"
"eastus2","OpenAI.DataZoneBatch.gpt-4o","30000","0","30000"
"eastus2","OpenAI.DataZoneBatch.gpt-4o-mini","100000","0","100000"
"eastus2","OpenAI.GlobalStandard.gpt-4o-transcribe","400","0","400"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini-transcribe","600","0","600"
"eastus2","OpenAI.GlobalStandard.gpt-4o-mini-tts","600","0","600"
"eastus2","OpenAI.Standard.text-embedding-ada-002","350","0","350"
"eastus2","OpenAI.GlobalStandard.text-embedding-ada-002","1000","0","1000"
"eastus2","OpenAI.Standard.text-embedding-3-small","350","0","350"
"eastus2","OpenAI.Standard.text-embedding-3-large","350","0","350"
"eastus2","OpenAI.GlobalStandard.text-embedding-3-small","1000","0","1000"
"eastus2","OpenAI.GlobalStandard.text-embedding-3-large","1000","150","850"
"eastus2","OpenAI.Standard.o1","50","0","50"
"eastus2","OpenAI.GlobalStandard.o1","500","0","500"
"eastus2","OpenAI.GlobalStandard.o1-mini","500","0","500"
"eastus2","OpenAI.DataZoneStandard.o1","100","0","100"
"eastus2","OpenAI.GlobalStandard.o3-mini","500","0","500"
"eastus2","OpenAI.GlobalStandard.o3","1000","0","1000"
"eastus2","OpenAI.GlobalBatch.o3","100000","0","100000"
"eastus2","OpenAI.DataZoneBatch.o3","100000","0","100000"
"eastus2","OpenAI.GlobalBatch.o3-mini","1000000","0","1000000"
"eastus2","OpenAI.GlobalStandard.o3-pro","160","0","160"
"eastus2","OpenAI.DataZoneBatch.o3-mini","100000","0","100000"
"eastus2","OpenAI.DataZoneStandard.o3","300","0","300"
"eastus2","OpenAI.DataZoneStandard.o3-mini","200","0","200"
"eastus2","OpenAI.GlobalStandard.ModelRouter","2000","0","2000"
"eastus2","OpenAI.DataZoneStandard.ModelRouter","300","0","300"
"eastus2","OpenAI.GlobalStandard.codex-mini","1000","0","1000"
"eastus2","OpenAI.Standard.sora","60","60","0"
"eastus2","OpenAI.GlobalStandard.sora","60","0","60"
"eastus2","OpenAI.GlobalStandard.sora-2","60","0","60"
"eastus2","OpenAI.GlobalStandard.o4-mini","1000","0","1000"
"eastus2","OpenAI.GlobalStandard.o4-mini-finetune","500","0","500"
"eastus2","OpenAI.Standard.o4-mini-finetune","500","0","500"
"eastus2","OpenAI.GlobalBatch.o4-mini","200000","0","200000"
"eastus2","OpenAI.DataZoneBatch.o4-mini","30000","0","30000"
"eastus2","OpenAI.DataZoneStandard.o4-mini","300","0","300"
"eastus2","OpenAI.GlobalStandard.gpt4.1","1000","0","1000"
"eastus2","OpenAI.DataZoneStandard.gpt4.1","300","0","300"
"eastus2","OpenAI.GlobalStandard.gpt4.1-finetune","250","0","250"
"eastus2","OpenAI.DeveloperTier.gpt4.1-finetune","250","0","250"
"eastus2","OpenAI.GlobalStandard.gpt4.1-mini-finetune","500","0","500"
"eastus2","OpenAI.DeveloperTier.gpt4.1-mini-finetune","500","0","500"
"eastus2","OpenAI.GlobalStandard.gpt4.1-nano-finetune","500","0","500"
"eastus2","OpenAI.DeveloperTier.gpt4.1-nano-finetune","500","0","500"
"eastus2","OpenAI.GlobalStandard.gpt4.1-mini","5000","0","5000"
"eastus2","OpenAI.GlobalBatch.gpt-4.1-mini","1000000","0","1000000"
"eastus2","OpenAI.DataZoneStandard.gpt4.1-mini","2000","0","2000"
"eastus2","OpenAI.GlobalStandard.gpt4.1-nano","5000","0","5000"
"eastus2","OpenAI.DataZoneStandard.gpt4.1-nano","2000","0","2000"
"eastus2","OpenAI.GlobalBatch.gpt-4.1","200000","0","200000"
"eastus2","OpenAI.DataZoneBatch.gpt-4.1","30000","0","30000"
"eastus2","OpenAI.GlobalBatch.gpt-4.1-nano","200000","0","200000"
"eastus2","OpenAI.DataZoneBatch.gpt-4.1-mini","100000","0","100000"
"eastus2","OpenAI.DataZoneBatch.gpt-4.1-nano","30000","0","30000"
"eastus2","OpenAI.GlobalStandard.gpt-image-1","3","3","0"
"eastus2","OpenAI.GlobalStandard.gpt-image-1-mini","4","0","4"
"eastus2","OpenAI.GlobalStandard.gpt-5","1000","0","1000"
"eastus2","OpenAI.GlobalStandard.gpt-5-chat","1000","0","1000"
"eastus2","OpenAI.GlobalStandard.gpt-5-mini","1000","150","850"
"eastus2","OpenAI.GlobalStandard.gpt-5-nano","5000","0","5000"
"eastus2","OpenAI.DataZoneStandard.gpt-5","300","0","300"
"eastus2","OpenAI.DataZoneStandard.gpt-5-mini","300","0","300"
"eastus2","OpenAI.DataZoneStandard.gpt-5-nano","2000","0","2000"
"eastus2","OpenAI.GlobalStandard.gpt-5-pro","160","0","160"
"eastus2","OpenAI.GlobalBatch.gpt-5","200000","0","200000"
"eastus2","OpenAI.DataZoneBatch.gpt-5","200000","0","200000"
"eastus2","OpenAI.GlobalStandard.gpt-audio","30000","0","30000"
"eastus2","OpenAI.GlobalStandard.gpt-realtime","10","0","10"
"eastus2","OpenAI.GlobalStandard.gpt-5-codex","1000","0","1000"
"eastus2","OpenAI.GlobalStandard.gpt-audio-mini","20","0","20"
"eastus2","OpenAI.GlobalStandard.gpt-realtime-mini","20","0","20"
"eastus2","OpenAI.GlobalStandard.gpt-4o-transcribe-diarize","400","0","400"
"eastus2","AIServices.S0.AccountCount","100","2","98"
"eastus2","AIServices.GlobalStandard.MaaS","600","0","600"
"eastus2","AIServices.GlobalStandard.DeepSeek-R1","1000","0","1000"
"eastus2","AIServices.GlobalStandard.DeepSeek-R1-0528","1000","0","1000"
"eastus2","AIServices.GlobalStandard.DeepSeek-V3-0324","1000","0","1000"
"eastus2","AIServices.GlobalStandard.DeepSeek-V3.1","1000","0","1000"
"eastus2","AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8","250","0","250"
"eastus2","AIServices.GlobalStandard.Llama-3.3-70B-Instruct","250","0","250"
"eastus2","AIServices.GlobalStandard.Cohere-Command-A","100","0","100"
"eastus2","AIServices.GlobalStandard.Embed-V-4-0","100","0","100"
"eastus2","AIServices.GlobalStandard.gpt-oss-120b","5000","0","5000"
"eastus2","AIServices.GlobalStandard.MAI-DS-R1","1000","0","1000"
"eastus2","AIServices.GlobalStandard.FLUX-1.1-pro","30","0","30"
"eastus2","AIServices.DataZoneStandard.FLUX-1.1-pro","30","0","30"
"eastus2","AIServices.GlobalStandard.FLUX.1-Kontext-pro","30","0","30"
"eastus2","AIServices.DataZoneStandard.FLUX.1-Kontext-pro","30","0","30"
"eastus2","AIServices.GlobalStandard.mistral-document-ai-2505","60","0","60"
"eastus2","AIServices.DataZoneStandard.mistral-document-ai-2505","60","0","60"
"eastus2","AIServices.GlobalStandard.grok-3","1000","0","1000"
"eastus2","AIServices.GlobalStandard.grok-3-mini","1000","0","1000"
"eastus2","AIServices.DataZoneStandard.grok-3","300","0","300"
"eastus2","AIServices.DataZoneStandard.grok-3-mini","300","0","300"
"eastus2","AIServices.GlobalStandard.grok-4-fast-reasoning","1000","0","1000"
"eastus2","AIServices.GlobalStandard.grok-4-fast-non-reasoning","1000","0","1000"
"eastus2","AIServices.DataZoneStandard.grok-4-fast-reasoning","300","0","300"
"eastus2","AIServices.DataZoneStandard.grok-4-fast-non-reasoning","300","0","300"
"eastus2","AccountCount","200","2","198"
"swedencentral","OpenAI.ProvisionedManaged","0","0","0"
"swedencentral","OpenAI.GlobalProvisionedManaged","0","0","0"
"swedencentral","OpenAI.Standard.Dalle","2","0","2"
"swedencentral","OpenAI.FineTuned.Deployments","10","0","10"
"swedencentral","OpenAI.S0.AccountCount","30","0","30"
"swedencentral","OpenAI.Standard.whisper","3","0","3"
"swedencentral","OpenAI.Standard.tts","3","0","3"
"swedencentral","OpenAI.Standard.tts-hd","3","0","3"
"swedencentral","OpenAI.DataZoneProvisionedManaged","0","0","0"
"swedencentral","OpenAI.Standard.gpt-4","40","0","40"
"swedencentral","OpenAI.Standard.gpt-4-turbo","150","0","150"
"swedencentral","OpenAI.GlobalStandard.gpt-4-turbo-2024-0409","450","0","450"
"swedencentral","OpenAI.Standard.gpt-4-finetune","100","0","100"
"swedencentral","OpenAI.Standard.gpt-4o-finetune","250","0","250"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-finetune","250","0","250"
"swedencentral","OpenAI.Standard.gpt-4o-mini-finetune","500","0","500"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-mini-finetune","500","0","500"
"swedencentral","OpenAI.Standard.gpt-4-32k","80","0","80"
"swedencentral","OpenAI.Standard.gptv","30","0","30"
"swedencentral","OpenAI.GlobalBatch.gpt-4","30000","0","30000"
"swedencentral","OpenAI.GlobalBatch.gpt-4-turbo","80000","0","80000"
"swedencentral","OpenAI.GlobalBatch.gpt-4o","200000","0","200000"
"swedencentral","OpenAI.GlobalBatch.gpt-4o-mini","1000000","0","1000000"
"swedencentral","OpenAI.Provisioned.gpt-4o-audio-preview","0","0","0"
"swedencentral","OpenAI.Standard.gpt-4o","150","0","150"
"swedencentral","OpenAI.Standard.gpt-4o-mini","450","0","450"
"swedencentral","OpenAI.GlobalStandard.gpt-4o","450","0","450"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-mini","2000","0","2000"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-realtime-preview","6","0","6"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-mini-realtime-preview","6","0","6"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-audio-preview","30000","0","30000"
"swedencentral","OpenAI.DataZoneStandard.gpt-4o","300","0","300"
"swedencentral","OpenAI.DataZoneStandard.gpt-4o-mini","1000","0","1000"
"swedencentral","OpenAI.DataZoneBatch.gpt-4o","30000","0","30000"
"swedencentral","OpenAI.DataZoneBatch.gpt-4o-mini","100000","0","100000"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-transcribe","400","0","400"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-mini-transcribe","600","0","600"
"swedencentral","OpenAI.Standard.gpt-35-turbo","300","0","300"
"swedencentral","OpenAI.Standard.gpt-35-turbo-finetune","500","0","500"
"swedencentral","OpenAI.Standard.gpt-35-turbo-instruct","240","0","240"
"swedencentral","OpenAI.Standard.gpt-35-turbo-1106-finetune","500","0","500"
"swedencentral","OpenAI.Standard.gpt-35-turbo-0125-finetune","500","0","500"
"swedencentral","OpenAI.GlobalBatch.gpt-35-turbo","1000000","0","1000000"
"swedencentral","OpenAI.Standard.babbage-002","240","0","240"
"swedencentral","OpenAI.Standard.babbage-002-finetune","250","0","250"
"swedencentral","OpenAI.Standard.davinci-002","240","0","240"
"swedencentral","OpenAI.Standard.davinci-002-finetune","250","0","250"
"swedencentral","OpenAI.Standard.text-embedding-ada-002","350","0","350"
"swedencentral","OpenAI.GlobalStandard.text-embedding-ada-002","1000","0","1000"
"swedencentral","OpenAI.Standard.text-embedding-3-large","350","0","350"
"swedencentral","OpenAI.GlobalStandard.text-embedding-3-small","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.text-embedding-3-large","1000","0","1000"
"swedencentral","OpenAI.Standard.o1","50","0","50"
"swedencentral","OpenAI.GlobalStandard.o1","500","0","500"
"swedencentral","OpenAI.GlobalStandard.o1-mini","500","0","500"
"swedencentral","OpenAI.DataZoneStandard.o1","100","0","100"
"swedencentral","OpenAI.GlobalStandard.o3-mini","500","0","500"
"swedencentral","OpenAI.GlobalStandard.o3","1000","0","1000"
"swedencentral","OpenAI.GlobalBatch.o3","100000","0","100000"
"swedencentral","OpenAI.DataZoneBatch.o3","100000","0","100000"
"swedencentral","OpenAI.GlobalBatch.o3-mini","1000000","0","1000000"
"swedencentral","OpenAI.GlobalStandard.o3-pro","160","0","160"
"swedencentral","OpenAI.DataZoneStandard.o3","300","0","300"
"swedencentral","OpenAI.DataZoneStandard.o3-mini","200","0","200"
"swedencentral","OpenAI.GlobalStandard.ModelRouter","2000","0","2000"
"swedencentral","OpenAI.DataZoneStandard.ModelRouter","300","0","300"
"swedencentral","OpenAI.GlobalStandard.codex-mini","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.sora","60","60","0"
"swedencentral","OpenAI.GlobalStandard.sora-2","60","0","60"
"swedencentral","OpenAI.GlobalStandard.o4-mini","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.o4-mini-finetune","500","0","500"
"swedencentral","OpenAI.Standard.o4-mini-finetune","500","0","500"
"swedencentral","OpenAI.GlobalBatch.o4-mini","200000","0","200000"
"swedencentral","OpenAI.DataZoneBatch.o4-mini","30000","0","30000"
"swedencentral","OpenAI.DataZoneStandard.o4-mini","300","0","300"
"swedencentral","OpenAI.GlobalStandard.gpt4.1","1000","0","1000"
"swedencentral","OpenAI.DataZoneStandard.gpt4.1","300","0","300"
"swedencentral","OpenAI.GlobalStandard.gpt4.1-finetune","250","0","250"
"swedencentral","OpenAI.Standard.gpt4.1-finetune","250","0","250"
"swedencentral","OpenAI.DeveloperTier.gpt4.1-finetune","250","0","250"
"swedencentral","OpenAI.GlobalStandard.gpt4.1-mini-finetune","500","0","500"
"swedencentral","OpenAI.Standard.gpt4.1-mini-finetune","500","0","500"
"swedencentral","OpenAI.DeveloperTier.gpt4.1-mini-finetune","500","0","500"
"swedencentral","OpenAI.GlobalStandard.gpt4.1-nano-finetune","500","0","500"
"swedencentral","OpenAI.Standard.gpt4.1-nano-finetune","500","0","500"
"swedencentral","OpenAI.DeveloperTier.gpt4.1-nano-finetune","500","0","500"
"swedencentral","OpenAI.GlobalStandard.gpt4.1-mini","5000","0","5000"
"swedencentral","OpenAI.GlobalBatch.gpt-4.1-mini","1000000","0","1000000"
"swedencentral","OpenAI.DataZoneStandard.gpt4.1-mini","2000","0","2000"
"swedencentral","OpenAI.GlobalStandard.gpt4.1-nano","5000","0","5000"
"swedencentral","OpenAI.DataZoneStandard.gpt4.1-nano","2000","0","2000"
"swedencentral","OpenAI.GlobalBatch.gpt-4.1","200000","0","200000"
"swedencentral","OpenAI.DataZoneBatch.gpt-4.1","30000","0","30000"
"swedencentral","OpenAI.GlobalBatch.gpt-4.1-nano","200000","0","200000"
"swedencentral","OpenAI.DataZoneBatch.gpt-4.1-mini","100000","0","100000"
"swedencentral","OpenAI.DataZoneBatch.gpt-4.1-nano","30000","0","30000"
"swedencentral","OpenAI.GlobalStandard.gpt-image-1","3","3","0"
"swedencentral","OpenAI.GlobalStandard.gpt-image-1-mini","4","0","4"
"swedencentral","OpenAI.GlobalStandard.gpt-5","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.gpt-5-chat","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.gpt-5-mini","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.gpt-5-nano","5000","0","5000"
"swedencentral","OpenAI.DataZoneStandard.gpt-5","300","0","300"
"swedencentral","OpenAI.DataZoneStandard.gpt-5-mini","300","0","300"
"swedencentral","OpenAI.DataZoneStandard.gpt-5-nano","2000","0","2000"
"swedencentral","OpenAI.GlobalStandard.gpt-5-pro","160","0","160"
"swedencentral","OpenAI.GlobalBatch.gpt-5","200000","0","200000"
"swedencentral","OpenAI.GlobalStandard.gpt-audio","30000","0","30000"
"swedencentral","OpenAI.GlobalStandard.gpt-realtime","10","0","10"
"swedencentral","OpenAI.GlobalStandard.gpt-5-codex","1000","0","1000"
"swedencentral","OpenAI.GlobalStandard.gpt-audio-mini","20","0","20"
"swedencentral","OpenAI.GlobalStandard.gpt-realtime-mini","20","0","20"
"swedencentral","OpenAI.GlobalStandard.gpt-4o-transcribe-diarize","400","0","400"
"swedencentral","AIServices.S0.AccountCount","100","1","99"
"swedencentral","AIServices.GlobalStandard.MaaS","600","0","600"
"swedencentral","AIServices.GlobalStandard.DeepSeek-R1","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.DeepSeek-R1-0528","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.DeepSeek-V3-0324","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.DeepSeek-V3.1","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8","250","0","250"
"swedencentral","AIServices.GlobalStandard.Llama-3.3-70B-Instruct","250","0","250"
"swedencentral","AIServices.GlobalStandard.Cohere-Command-A","100","0","100"
"swedencentral","AIServices.GlobalStandard.Embed-V-4-0","100","0","100"
"swedencentral","AIServices.GlobalStandard.gpt-oss-120b","5000","0","5000"
"swedencentral","AIServices.GlobalStandard.MAI-DS-R1","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.FLUX-1.1-pro","30","0","30"
"swedencentral","AIServices.DataZoneStandard.FLUX-1.1-pro","30","0","30"
"swedencentral","AIServices.GlobalStandard.FLUX.1-Kontext-pro","30","0","30"
"swedencentral","AIServices.DataZoneStandard.FLUX.1-Kontext-pro","30","0","30"
"swedencentral","AIServices.GlobalStandard.mistral-document-ai-2505","60","0","60"
"swedencentral","AIServices.DataZoneStandard.mistral-document-ai-2505","60","0","60"
"swedencentral","AIServices.GlobalStandard.grok-3","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.grok-3-mini","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.grok-4-fast-reasoning","1000","0","1000"
"swedencentral","AIServices.GlobalStandard.grok-4-fast-non-reasoning","1000","0","1000"
"swedencentral","AccountCount","200","1","199"
